id,reg_date,user,day,people,plane,acc,activity
492,2021-02-14,130,4,2,"42,190",7,"17,19,31"
493,2021-02-15,46,2,1,"180,192",5,"1,9"
494,2021-02-15,86,5,7,"123,178",4,"27,23,25,1"
495,2021-02-15,4,3,1,"145,151",5,"12,16,8"
496,2021-02-15,17,5,7,"9,210",6,"25,26,19,11,9"
497,2021-02-15,132,5,6,"32,142",2,"31,14,15,16"
498,2021-02-15,96,4,7,"4,156",7,"21,22,24"
499,2021-02-15,27,5,4,"172,220",7,"13,18,26,24"
500,2021-02-15,128,4,4,"8,79",1,"19,18,5,31"
501,2021-02-15,89,3,5,"4,62",2,"15,19,24"
502,2021-02-15,131,4,3,"160,187",5,"30,16,28"
503,2021-02-16,47,3,2,"172,220",4,"15,16,25"
504,2021-02-16,87,5,8,"189,230",3,"9,8,12,14,21"
505,2021-02-16,5,2,2,"28,150",6,"1,9"
506,2021-02-16,18,4,8,"8,79",8,"7,8,14,16"
507,2021-02-16,133,3,1,"145,151",3,"24,23,30"
508,2021-02-16,97,4,5,"4,62",5,"19,18,5,31"
509,2021-02-16,28,5,2,"277,256",5,"14,18,28,31"
510,2021-02-16,129,5,5,"9,126",7,"31,14,15,16"
511,2021-02-16,90,4,2,"3,78",4,"26,27,28,5"
512,2021-02-16,132,3,4,"3,135",2,"28,20,19"
513,2021-02-17,48,4,3,"277,256",3,"17,19,31"
514,2021-02-17,88,3,3,"230,277",5,"21,23,24"
515,2021-02-17,6,3,3,"153,167",8,"15,16,25"
516,2021-02-17,19,2,3,"9,126",9,"20,26"
517,2021-02-17,134,5,5,"28,150",4,"30,31,4,7"
518,2021-02-17,98,5,2,"3,78",2,"31,14,15,16"
519,2021-02-17,29,4,6,"42,190",2,"2,9,19,20"
520,2021-02-17,130,5,2,"8,52",5,"20,21,26,4"
521,2021-02-17,91,4,3,"32,142",5,"6,10,12,18"
522,2021-02-17,133,5,2,"9,182",12,"15,17,28,30,16"
523,2021-02-18,49,4,5,"42,190",5,"30,16,28"
524,2021-02-18,89,2,4,"156,48",5,"7,6"
525,2021-02-18,7,4,5,"142,162",9,"17,19,31"
526,2021-02-18,20,3,4,"8,52",1,"23,28,19"
527,2021-02-18,135,5,7,"153,167",5,"31,19,18,10,9"
528,2021-02-18,99,5,3,"32,142",12,"20,21,26,4"
529,2021-02-18,30,2,1,"160,187",12,"12,11"
530,2021-02-18,131,3,3,"9,162",2,"12,16,8"
531,2021-02-18,92,3,4,"145,151",8,"24,23,30"
532,2021-02-18,134,5,6,"9,210",19,"18,19,20,21,4"
533,2021-02-19,50,3,6,"160,187",5,"28,20,19"
534,2021-02-19,90,3,6,"48,79",1,"15,19,24"
535,2021-02-19,8,4,6,"180,192",1,"30,16,28"
536,2021-02-19,21,4,6,"9,162",7,"14,15,19,20"
537,2021-02-19,136,4,8,"142,162",6,"18,19,21,23"
538,2021-02-19,100,3,4,"145,151",19,"12,16,8"
539,2021-02-19,31,3,5,"3,135",19,"23,26,27"
540,2021-02-19,132,2,4,"4,156",12,"1,9"
541,2021-02-19,93,5,2,"28,150",9,"30,31,4,7"
542,2021-02-19,135,4,1,"8,79",18,"1,6,29"
543,2021-02-20,51,5,7,"3,135",1,"15,17,28,30,16"
544,2021-02-20,91,4,5,"65,45",3,"26,27,28,5"
545,2021-02-20,9,3,7,"172,220",7,"28,20,19"
546,2021-02-20,22,4,5,"4,156",5,"21,22,24"
547,2021-02-20,137,2,3,"180,192",7,"22,24"
548,2021-02-20,101,2,2,"28,150",18,"1,9"
549,2021-02-20,32,4,2,"9,182",18,"28,29,6"
550,2021-02-20,133,3,2,"4,62",19,"15,16,25"
551,2021-02-20,94,5,6,"153,167",11,"31,19,18,10,9"
552,2021-02-20,136,3,5,"9,126",17,"3,5,28"
553,2021-02-21,52,5,5,"9,182",3,"18,19,20,21,4"
554,2021-02-21,92,4,3,"43,82",5,"6,10,12,18"
555,2021-02-21,10,5,5,"277,256",5,"15,17,28,30,16"
556,2021-02-21,23,4,3,"4,62",2,"19,18,5,31"
557,2021-02-21,138,3,4,"172,220",8,"25,29"
558,2021-02-21,102,3,6,"153,167",17,"15,16,25"
559,2021-02-21,33,4,3,"9,210",17,"16,14,13,6"
560,2021-02-21,134,4,6,"3,78",18,"17,19,31"
561,2021-02-21,95,4,1,"142,162",15,"18,19,21,23"
562,2021-02-21,137,5,7,"8,52",1,"13,18,26,24"
563,2021-02-22,53,4,2,"9,210",5,"1,6,29"
564,2021-02-22,93,3,4,"81,46",6,"24,23,30"
565,2021-02-22,11,5,2,"42,190",2,"18,19,20,21,4"
566,2021-02-22,24,5,4,"3,78",12,"31,14,15,16"
567,2021-02-22,139,4,6,"277,256",9,"11,10,2,9"
568,2021-02-22,103,4,1,"142,162",1,"17,19,31"
569,2021-02-22,34,4,4,"8,79",1,"6,5,11,13"
570,2021-02-22,135,4,1,"1,90",17,"30,16,28"
571,2021-02-22,96,2,5,"180,192",16,"22,24"
572,2021-02-22,138,5,4,"9,162",2,"14,18,28,31"
573,2021-02-23,54,3,5,"8,79",6,"3,5,28"
574,2021-02-23,94,5,7,"32,142",8,"30,31,4,7"
575,2021-02-23,12,4,5,"160,187",12,"1,6,29"
576,2021-02-23,25,5,7,"32,142",19,"20,21,26,4"
577,2021-02-23,140,4,5,"42,190",10,"9,4,3,15"
578,2021-02-23,104,4,5,"180,192",2,"30,16,28"
579,2021-02-23,35,5,2,"9,126",2,"27,23,25,1"
580,2021-02-23,136,3,5,"3,36",1,"28,20,19"
581,2021-02-23,97,3,7,"172,220",13,"25,29"
582,2021-02-23,139,4,6,"4,156",3,"2,9,19,20"
583,2021-02-24,55,5,7,"9,126",8,"13,18,26,24"
584,2021-02-24,95,5,1,"145,151",9,"31,19,18,10,9"
585,2021-02-24,13,3,7,"3,135",19,"3,5,28"
586,2021-02-24,26,3,1,"145,151",18,"12,16,8"
587,2021-02-24,141,4,3,"160,187",11,"18,19,21,25"
588,2021-02-24,105,3,7,"172,220",3,"28,20,19"
589,2021-02-24,36,5,6,"8,52",3,"9,8,12,14,21"
590,2021-02-24,137,5,7,"38,91",2,"15,17,28,30,16"
591,2021-02-24,98,4,8,"277,256",8,"11,10,2,9"
592,2021-02-24,185,2,5,"4,62",4,"12,11"
593,2021-02-25,56,5,4,"8,52",9,"14,18,28,31"
594,2021-02-25,96,4,2,"28,150",1,"18,19,21,23"
595,2021-02-25,14,5,4,"9,182",18,"13,18,26,24"
596,2021-02-25,27,2,2,"28,150",17,"1,9"
597,2021-02-25,142,5,4,"3,135",12,"25,29,31,12"
598,2021-02-25,106,5,8,"277,256",4,"15,17,28,30,16"
599,2021-02-25,37,3,1,"9,162",4,"21,23,24"
600,2021-02-25,138,5,4,"126,189",3,"18,19,20,21,4"
601,2021-02-25,99,4,3,"42,190",9,"9,4,3,15"
602,2021-02-25,2,3,3,"3,78",5,"23,26,27"
603,2021-02-26,57,4,6,"9,162",1,"2,9,19,20"
604,2021-02-26,97,2,3,"153,167",7,"22,24"
605,2021-02-26,15,5,6,"9,210",17,"14,18,28,31"
606,2021-02-26,28,3,3,"153,167",1,"15,16,25"
607,2021-02-26,143,5,7,"9,182",13,"7,6,15,18,29"
608,2021-02-26,107,5,3,"42,190",5,"18,19,20,21,4"
609,2021-02-26,38,2,5,"4,156",5,"7,6"
610,2021-02-26,139,4,6,"123,178",4,"1,6,29"
611,2021-02-26,100,4,4,"160,187",7,"18,19,21,25"
612,2021-02-26,3,4,4,"32,142",6,"28,29,6"
613,2021-02-27,58,2,1,"4,156",7,"12,11"
614,2021-02-27,98,3,5,"142,162",5,"25,29"
615,2021-02-27,16,4,1,"8,79",1,"2,9,19,20"
616,2021-02-27,29,4,5,"142,162",2,"17,19,31"
617,2021-02-27,144,3,1,"9,210",14,"25,24,13"
618,2021-02-27,108,4,4,"160,187",6,"1,6,29"
619,2021-02-27,39,3,7,"4,62",6,"15,19,24"
620,2021-02-27,180,3,5,"189,230",5,"3,5,28"
621,2021-02-27,101,5,6,"3,135",5,"25,29,31,12"
622,2021-02-27,4,4,7,"145,151",7,"16,14,13,6"
623,2021-02-28,59,3,5,"4,62",5,"23,26,27"
624,2021-02-28,99,4,6,"180,192",2,"11,10,2,9"
625,2021-02-28,17,2,5,"9,126",2,"12,11"
626,2021-02-28,30,4,6,"180,192",3,"30,16,28"
627,2021-02-28,145,2,2,"8,79",15,"11,12"
628,2021-02-28,109,3,6,"3,135",7,"3,5,28"
629,2021-02-28,40,4,8,"3,78",7,"26,27,28,5"
630,2021-02-28,2,5,3,"230,277",6,"13,18,26,24"
631,2021-02-28,102,5,5,"9,182",4,"7,6,15,18,29"
632,2021-02-28,5,4,1,"28,150",8,"6,5,11,13"
633,2021-03-01,60,4,7,"3,78",2,"28,29,6"
634,2021-03-01,100,4,7,"172,220",12,"9,4,3,15"
635,2021-03-01,18,3,7,"8,52",3,"23,26,27"
636,2021-03-01,31,3,7,"172,220",4,"28,20,19"
637,2021-03-01,146,3,3,"9,126",16,"5,7,8"
638,2021-03-01,110,5,5,"9,182",8,"13,18,26,24"
639,2021-03-01,41,4,3,"32,142",8,"6,10,12,18"
640,2021-03-01,3,5,4,"156,48",7,"14,18,28,31"
641,2021-03-01,103,3,3,"9,210",3,"25,24,13"
642,2021-03-01,6,5,2,"153,167",9,"27,23,25,1"
643,2021-03-02,61,4,8,"28,150",12,"16,14,13,6"
644,2021-03-02,101,4,5,"277,256",19,"18,19,21,25"
645,2021-03-02,19,4,8,"9,162",4,"28,29,6"
646,2021-03-02,32,5,5,"277,256",5,"15,17,28,30,16"
647,2021-03-02,147,4,5,"8,52",17,"4,6,13,19"
648,2021-03-02,111,5,3,"9,210",9,"14,18,28,31"
649,2021-03-02,42,3,4,"145,151",9,"24,23,30"
650,2021-03-02,4,4,7,"48,79",8,"2,9,19,20"
651,2021-03-02,104,2,4,"8,79",5,"11,12"
652,2021-03-02,7,5,3,"142,162",10,"9,8,12,14,21"
653,2021-03-03,62,4,3,"153,167",19,"6,5,11,13"
654,2021-03-03,102,5,2,"42,190",18,"25,29,31,12"
655,2021-03-03,20,4,3,"4,156",5,"16,14,13,6"
656,2021-03-03,33,5,2,"42,190",6,"18,19,20,21,4"
657,2021-03-03,148,4,6,"9,162",18,"18,17,2"
658,2021-03-03,112,4,4,"8,79",10,"2,9,19,20"
659,2021-03-03,43,5,6,"28,150",10,"30,31,4,7"
660,2021-03-03,5,2,1,"65,45",9,"12,11"
661,2021-03-03,105,3,7,"9,126",5,"5,7,8"
662,2021-03-03,8,3,5,"180,192",11,"21,23,24"
663,2021-03-04,63,5,4,"142,162",18,"27,23,25,1"
664,2021-03-04,103,5,5,"160,187",17,"7,6,15,18,29"
665,2021-03-04,21,4,4,"4,62",6,"6,5,11,13"
666,2021-03-04,34,4,5,"160,187",7,"1,6,29"
667,2021-03-04,149,3,7,"4,156",19,"1,5,17"
668,2021-03-04,113,2,7,"9,126",11,"12,11"
669,2021-03-04,44,5,5,"153,167",11,"31,19,18,10,9"
670,2021-03-04,6,3,2,"43,82",10,"23,26,27"
671,2021-03-04,106,4,1,"8,52",1,"4,6,13,19"
672,2021-03-04,9,2,6,"172,220",12,"7,6"
673,2021-03-05,64,5,6,"180,192",17,"9,8,12,14,21"
674,2021-03-05,104,3,7,"3,135",1,"25,24,13"
675,2021-03-05,22,5,6,"3,78",7,"27,23,25,1"
676,2021-03-05,35,3,7,"3,135",8,"3,5,28"
677,2021-03-05,150,5,5,"4,62",1,"3,4,19,24"
678,2021-03-05,114,3,1,"8,52",12,"23,26,27"
679,2021-03-05,45,4,3,"142,162",12,"18,19,21,23"
680,2021-03-05,7,4,3,"81,46",11,"28,29,6"
681,2021-03-05,107,4,2,"9,162",3,"18,17,2"
682,2021-03-05,10,3,7,"277,256",13,"15,19,24"
683,2021-03-06,65,3,5,"172,220",1,"21,23,24"
684,2021-03-06,105,2,4,"9,182",2,"11,12"
685,2021-03-06,23,5,5,"32,142",8,"9,8,12,14,21"
686,2021-03-06,36,5,4,"9,182",9,"13,18,26,24"
687,2021-03-06,151,5,2,"3,78",3,"25,26,19,11,9"
688,2021-03-06,115,4,2,"9,162",13,"28,29,6"
689,2021-03-06,46,2,4,"180,192",13,"22,24"
690,2021-03-06,8,4,5,"32,142",12,"16,14,13,6"
691,2021-03-06,108,3,3,"4,156",5,"1,5,17"
692,2021-03-06,11,4,5,"42,190",14,"26,27,28,5"
693,2021-03-07,66,2,3,"277,256",2,"7,6"
694,2021-03-07,106,3,6,"9,210",3,"5,7,8"
695,2021-03-07,24,3,3,"145,151",9,"21,23,24"
696,2021-03-07,37,5,6,"9,210",10,"14,18,28,31"
697,2021-03-07,152,4,5,"1,90",5,"7,8,14,16"
698,2021-03-07,116,4,3,"4,156",14,"16,14,13,6"
699,2021-03-07,47,3,7,"172,220",14,"25,29"
700,2021-03-07,9,4,6,"145,151",13,"6,5,11,13"
701,2021-03-07,109,5,5,"4,62",6,"3,4,19,24"
702,2021-03-07,12,4,2,"160,187",15,"6,10,12,18"
703,2021-03-08,67,3,4,"42,190",3,"15,19,24"
704,2021-03-08,107,4,1,"8,79",4,"4,6,13,19"
705,2021-03-08,25,2,4,"28,150",10,"7,6"
706,2021-03-08,38,4,1,"8,79",11,"2,9,19,20"
707,2021-03-08,153,2,7,"3,36",6,"20,26"
708,2021-03-08,117,4,5,"4,62",15,"6,5,11,13"
709,2021-03-08,48,4,1,"277,256",15,"11,10,2,9"
710,2021-03-08,10,5,7,"28,150",14,"27,23,25,1"
711,2021-03-08,110,5,6,"3,78",8,"25,26,19,11,9"
712,2021-03-08,13,3,5,"3,135",16,"24,23,30"
713,2021-03-09,68,4,7,"160,187",4,"26,27,28,5"
714,2021-03-09,108,4,5,"9,126",5,"18,17,2"
715,2021-03-09,26,3,7,"153,167",11,"15,19,24"
716,2021-03-09,39,2,5,"9,126",12,"12,11"
717,2021-03-09,154,3,4,"38,91",8,"23,28,19"
718,2021-03-09,118,5,6,"3,78",16,"27,23,25,1"
719,2021-03-09,49,4,2,"42,190",16,"9,4,3,15"
720,2021-03-09,11,5,5,"153,167",15,"9,8,12,14,21"
721,2021-03-09,111,4,7,"28,150",9,"7,8,14,16"
722,2021-03-09,14,5,7,"9,182",17,"30,31,4,7"
723,2021-03-10,69,4,1,"3,135",5,"6,10,12,18"
724,2021-03-10,109,3,7,"8,52",6,"1,5,17"
725,2021-03-10,27,4,1,"142,162",12,"26,27,28,5"
726,2021-03-10,40,3,7,"8,52",13,"23,26,27"
727,2021-03-10,155,4,5,"126,189",9,"14,15,19,20"
728,2021-03-10,119,5,7,"28,150",17,"9,8,12,14,21"
729,2021-03-10,50,4,3,"160,187",17,"18,19,21,25"
730,2021-03-10,12,3,2,"142,162",16,"21,23,24"
731,2021-03-10,112,2,5,"153,167",1,"20,26"
732,2021-03-10,15,5,4,"9,210",18,"31,19,18,10,9"
733,2021-03-11,70,3,2,"9,182",6,"24,23,30"
734,2021-03-11,110,5,8,"9,162",7,"3,4,19,24"
735,2021-03-11,28,4,2,"180,192",13,"6,10,12,18"
736,2021-03-11,41,4,8,"9,162",14,"28,29,6"
737,2021-03-11,156,4,2,"123,178",1,"21,22,24"
738,2021-03-11,120,3,5,"153,167",18,"21,23,24"
739,2021-03-11,51,5,5,"3,135",18,"25,29,31,12"
740,2021-03-11,13,2,5,"180,192",17,"7,6"
741,2021-03-11,113,3,2,"142,162",7,"23,28,19"
742,2021-03-11,16,4,5,"8,79",19,"18,19,21,23"
743,2021-03-12,71,5,3,"9,210",7,"30,31,4,7"
744,2021-03-12,111,5,3,"4,156",8,"25,26,19,11,9"
745,2021-03-12,29,3,3,"172,220",14,"24,23,30"
746,2021-03-12,42,4,3,"4,156",15,"16,14,13,6"
747,2021-03-12,157,4,3,"189,230",7,"19,18,5,31"
748,2021-03-12,121,2,2,"142,162",19,"7,6"
749,2021-03-12,52,5,6,"9,182",19,"7,6,15,18,29"
750,2021-03-12,14,3,7,"172,220",18,"15,19,24"
751,2021-03-12,114,4,5,"180,192",5,"14,15,19,20"
752,2021-03-12,17,2,2,"9,126",2,"22,24"
753,2021-03-13,72,5,5,"8,79",8,"31,19,18,10,9"
754,2021-03-13,112,4,4,"4,62",9,"7,8,14,16"
755,2021-03-13,30,5,5,"277,256",15,"30,31,4,7"
756,2021-03-13,43,4,4,"4,62",16,"6,5,11,13"
757,2021-03-13,158,5,4,"230,277",5,"31,14,15,16"
758,2021-03-13,122,3,5,"180,192",1,"15,19,24"
759,2021-03-13,53,3,7,"9,210",2,"25,24,13"
760,2021-03-13,15,4,4,"277,256",19,"26,27,28,5"
761,2021-03-13,115,4,7,"172,220",2,"21,22,24"
762,2021-03-13,18,3,3,"8,52",4,"25,29"
763,2021-03-14,73,4,6,"9,126",9,"18,19,21,23"
764,2021-03-14,113,2,6,"3,78",10,"20,26"
765,2021-03-14,31,5,6,"42,190",16,"31,19,18,10,9"
766,2021-03-14,44,5,6,"3,78",17,"27,23,25,1"
767,2021-03-14,159,5,2,"156,48",2,"20,21,26,4"
768,2021-03-14,123,4,7,"172,220",3,"26,27,28,5"
769,2021-03-14,54,2,5,"8,79",4,"11,12"
770,2021-03-14,16,4,5,"42,190",2,"6,10,12,18"
771,2021-03-14,116,4,4,"277,256",12,"19,18,5,31"
772,2021-03-14,19,4,4,"9,162",5,"11,10,2,9"
773,2021-03-15,74,2,7,"8,52",10,"22,24"
774,2021-03-15,114,3,5,"32,142",11,"23,28,19"
775,2021-03-15,32,4,7,"160,187",17,"18,19,21,23"
776,2021-03-15,45,5,5,"1,90",18,"9,8,12,14,21"
777,2021-03-15,160,3,6,"48,79",12,"12,16,8"
778,2021-03-15,124,4,4,"277,256",5,"6,10,12,18"
779,2021-03-15,55,3,2,"9,126",5,"5,7,8"
780,2021-03-15,17,3,2,"160,187",4,"24,23,30"
781,2021-03-15,117,5,5,"42,190",19,"31,14,15,16"
782,2021-03-15,20,4,2,"4,156",8,"9,4,3,15"
783,2021-03-16,75,3,5,"9,162",11,"25,29"
784,2021-03-16,115,4,3,"145,151",12,"14,15,19,20"
785,2021-03-16,33,2,5,"3,135",18,"22,24"
786,2021-03-16,46,3,3,"3,36",19,"21,23,24"
787,2021-03-16,161,2,1,"65,45",19,"1,9"
788,2021-03-16,125,3,5,"42,190",6,"24,23,30"
789,2021-03-16,56,4,5,"8,52",8,"4,6,13,19"
790,2021-03-16,18,5,3,"3,135",5,"30,31,4,7"
791,2021-03-16,118,5,2,"160,187",18,"20,21,26,4"
792,2021-03-16,21,4,6,"4,62",9,"18,19,21,25"
793,2021-03-17,76,4,2,"4,156",12,"11,10,2,9"
794,2021-03-17,116,4,4,"28,150",13,"21,22,24"
795,2021-03-17,34,3,2,"9,182",19,"25,29"
796,2021-03-17,47,2,4,"38,91",1,"7,6"
797,2021-03-17,162,3,5,"43,82",18,"15,16,25"
798,2021-03-17,126,5,2,"160,187",8,"30,31,4,7"
799,2021-03-17,57,4,7,"9,162",9,"18,17,2"
800,2021-03-17,19,5,4,"9,182",8,"31,19,18,10,9"
801,2021-03-17,119,3,3,"3,135",17,"12,16,8"
802,2021-03-17,22,5,1,"3,78",11,"25,29,31,12"
803,2021-03-18,77,4,5,"4,62",13,"9,4,3,15"
804,2021-03-18,117,4,7,"153,167",14,"19,18,5,31"
805,2021-03-18,35,4,5,"9,210",1,"11,10,2,9"
806,2021-03-18,48,3,7,"126,189",3,"15,19,24"
807,2021-03-18,163,4,2,"81,46",17,"17,19,31"
808,2021-03-18,127,5,3,"3,135",9,"31,19,18,10,9"
809,2021-03-18,58,3,4,"4,156",11,"1,5,17"
810,2021-03-18,20,4,2,"9,210",9,"18,19,21,23"
811,2021-03-18,120,2,4,"9,182",1,"1,9"
812,2021-03-18,23,5,5,"1,90",15,"7,6,15,18,29"
813,2021-03-19,78,4,7,"3,78",14,"18,19,21,25"
814,2021-03-19,118,5,1,"142,162",15,"31,14,15,16"
815,2021-03-19,36,4,7,"8,79",3,"9,4,3,15"
816,2021-03-19,49,4,1,"123,178",5,"26,27,28,5"
817,2021-03-19,164,4,3,"32,142",1,"30,16,28"
818,2021-03-19,128,4,4,"9,182",1,"18,19,21,23"
819,2021-03-19,59,5,5,"4,62",15,"3,4,19,24"
820,2021-03-19,21,2,6,"8,79",11,"22,24"
821,2021-03-19,121,3,2,"9,210",2,"15,16,25"
822,2021-03-19,24,3,7,"3,36",16,"25,24,13"
823,2021-03-20,79,5,4,"32,142",15,"25,29,31,12"
824,2021-03-20,119,5,2,"180,192",16,"20,21,26,4"
825,2021-03-20,37,4,4,"9,126",5,"18,19,21,25"
826,2021-03-20,50,4,2,"189,230",6,"6,10,12,18"
827,2021-03-20,165,3,4,"145,151",2,"28,20,19"
828,2021-03-20,129,2,2,"9,210",7,"22,24"
829,2021-03-20,60,5,2,"3,78",16,"25,26,19,11,9"
830,2021-03-20,22,3,1,"9,126",15,"25,29"
831,2021-03-20,122,4,6,"8,79",3,"17,19,31"
832,2021-03-20,25,2,5,"38,91",13,"11,12"
833,2021-03-21,80,5,5,"145,151",16,"7,6,15,18,29"
834,2021-03-21,120,3,3,"172,220",17,"12,16,8"
835,2021-03-21,38,5,5,"8,52",6,"25,29,31,12"
836,2021-03-21,51,3,3,"230,277",8,"24,23,30"
837,2021-03-21,166,5,2,"28,150",3,"15,17,28,30,16"
838,2021-03-21,130,3,6,"8,79",5,"25,29"
839,2021-03-21,61,4,3,"1,90",13,"7,8,14,16"
840,2021-03-21,23,4,5,"8,52",16,"11,10,2,9"
841,2021-03-21,123,4,1,"9,126",4,"30,16,28"
842,2021-03-21,26,3,2,"126,189",8,"5,7,8"
843,2021-03-22,81,3,2,"28,150",17,"25,24,13"
844,2021-03-22,121,2,5,"277,256",18,"1,9"
845,2021-03-22,39,5,2,"9,162",8,"7,6,15,18,29"
846,2021-03-22,52,5,5,"156,48",9,"30,31,4,7"
847,2021-03-22,167,5,6,"153,167",4,"18,19,20,21,4"
848,2021-03-22,131,4,1,"9,126",2,"11,10,2,9"
849,2021-03-22,62,2,4,"3,36",8,"20,26"
850,2021-03-22,24,4,7,"9,162",13,"9,4,3,15"
851,2021-03-22,124,3,5,"8,52",5,"28,20,19"
852,2021-03-22,27,4,3,"123,178",9,"4,6,13,19"
853,2021-03-23,82,2,3,"153,167",18,"11,12"
854,2021-03-23,122,3,6,"42,190",19,"15,16,25"
855,2021-03-23,40,3,3,"4,156",9,"25,24,13"
856,2021-03-23,53,5,6,"48,79",1,"31,19,18,10,9"
857,2021-03-23,168,4,1,"142,162",5,"1,6,29"
858,2021-03-23,132,4,5,"8,52",12,"9,4,3,15"
859,2021-03-23,63,3,2,"38,91",9,"23,28,19"
860,2021-03-23,25,4,5,"4,156",8,"18,19,21,25"
861,2021-03-23,125,5,7,"9,162",6,"15,17,28,30,16"
862,2021-03-23,28,4,4,"189,230",7,"18,17,2"
863,2021-03-24,83,3,4,"142,162",19,"5,7,8"
864,2021-03-24,123,4,7,"160,187",1,"17,19,31"
865,2021-03-24,41,2,4,"4,62",1,"11,12"
866,2021-03-24,54,4,7,"65,45",7,"18,19,21,23"
867,2021-03-24,42,3,5,"180,192",6,"3,5,28"
868,2021-03-24,133,4,7,"9,162",19,"18,19,21,25"
869,2021-03-24,64,4,6,"126,189",7,"14,15,19,20"
870,2021-03-24,26,5,2,"4,62",9,"25,29,31,12"
871,2021-03-24,126,5,8,"4,156",7,"18,19,20,21,4"
872,2021-03-24,29,3,2,"230,277",5,"1,5,17"
873,2021-03-25,84,4,2,"180,192",1,"4,6,13,19"
874,2021-03-25,124,4,5,"3,135",3,"30,16,28"
875,2021-03-25,42,3,2,"3,78",7,"5,7,8"
876,2021-03-25,55,2,5,"43,82",5,"22,24"
877,2021-03-25,43,5,7,"172,220",7,"13,18,26,24"
878,2021-03-25,134,5,8,"4,156",18,"25,29,31,12"
879,2021-03-25,65,4,1,"123,178",5,"21,22,24"
880,2021-03-25,27,5,3,"3,78",7,"7,6,15,18,29"
881,2021-03-25,127,4,3,"4,62",8,"1,6,29"
882,2021-03-25,30,5,6,"156,48",4,"3,4,19,24"
883,2021-03-26,85,4,6,"172,220",3,"18,17,2"
884,2021-03-26,125,3,2,"9,182",5,"28,20,19"
885,2021-03-26,43,4,6,"28,150",5,"4,6,13,19"
886,2021-03-26,56,3,2,"81,46",2,"25,29"
887,2021-03-26,44,5,8,"277,256",8,"14,18,28,31"
888,2021-03-26,135,5,3,"4,62",17,"7,6,15,18,29"
889,2021-03-26,66,4,5,"189,230",4,"19,18,5,31"
890,2021-03-26,28,3,4,"32,142",5,"25,24,13"
891,2021-03-26,128,3,4,"3,78",9,"3,5,28"
892,2021-03-26,31,5,1,"48,79",3,"25,26,19,11,9"
893,2021-03-27,86,3,1,"277,256",5,"1,5,17"
894,2021-03-27,126,5,5,"9,210",6,"15,17,28,30,16"
895,2021-03-27,44,4,1,"153,167",2,"18,17,2"
896,2021-03-27,57,4,5,"32,142",12,"11,10,2,9"
897,2021-03-27,45,4,3,"42,190",9,"2,9,19,20"
898,2021-03-27,136,3,4,"3,78",1,"25,24,13"
899,2021-03-27,67,5,7,"230,277",3,"31,14,15,16"
900,2021-03-27,29,2,2,"145,151",10,"11,12"
901,2021-03-27,129,5,6,"32,142",10,"13,18,26,24"
902,2021-03-27,32,4,5,"65,45",5,"7,8,14,16"
903,2021-03-28,87,5,5,"42,190",6,"3,4,19,24"
904,2021-03-28,127,5,7,"8,79",8,"18,19,20,21,4"
905,2021-03-28,45,3,5,"142,162",12,"1,5,17"
906,2021-03-28,58,4,7,"145,151",19,"9,4,3,15"
907,2021-03-28,46,2,4,"160,187",10,"12,11"
908,2021-03-28,137,2,6,"32,142",2,"11,12"
909,2021-03-28,68,5,8,"156,48",5,"20,21,26,4"
910,2021-03-28,30,3,6,"28,150",11,"5,7,8"
911,2021-03-28,130,5,5,"145,151",11,"14,18,28,31"
912,2021-03-28,33,2,7,"43,82",5,"20,26"
913,2021-03-29,88,5,7,"160,187",8,"25,26,19,11,9"
914,2021-03-29,128,4,4,"9,126",9,"1,6,29"
915,2021-03-29,46,5,7,"180,192",19,"3,4,19,24"
916,2021-03-29,59,4,4,"28,150",18,"18,19,21,25"
917,2021-03-29,47,3,6,"3,135",11,"23,26,27"
918,2021-03-29,138,3,5,"145,151",3,"5,7,8"
919,2021-03-29,69,3,3,"48,79",5,"12,16,8"
920,2021-03-29,31,4,1,"153,167",12,"4,6,13,19"
921,2021-03-29,131,4,3,"28,150",12,"2,9,19,20"
922,2021-03-29,34,3,8,"81,46",1,"23,28,19"
923,2021-03-30,89,4,5,"3,135",9,"7,8,14,16"
924,2021-03-30,129,3,5,"8,52",1,"3,5,28"
925,2021-03-30,47,5,5,"172,220",18,"25,26,19,11,9"
926,2021-03-30,60,5,5,"153,167",17,"25,29,31,12"
927,2021-03-30,48,4,5,"9,182",12,"28,29,6"
928,2021-03-30,139,4,3,"28,150",4,"4,6,13,19"
929,2021-03-30,70,2,4,"65,45",1,"1,9"
930,2021-03-30,32,4,5,"142,162",13,"18,17,2"
931,2021-03-30,132,2,4,"153,167",13,"12,11"
932,2021-03-30,35,4,3,"35,98",3,"14,15,19,20"
933,2021-03-31,90,2,2,"9,182",1,"20,26"
934,2021-03-31,130,5,2,"9,162",7,"13,18,26,24"
935,2021-03-31,48,4,2,"277,256",17,"7,8,14,16"
936,2021-03-31,61,5,2,"142,162",1,"7,6,15,18,29"
937,2021-03-31,49,4,3,"9,210",13,"16,14,13,6"
938,2021-03-31,178,4,4,"153,167",5,"18,17,2"
939,2021-03-31,71,3,6,"43,82",3,"15,16,25"
940,2021-03-31,33,3,7,"180,192",14,"1,5,17"
941,2021-03-31,133,3,7,"142,162",14,"23,26,27"
